L,p_c
32,0.617676
32,0.629395
32,0.625488
32,0.561035
32,0.591309
32,0.618652
32,0.625488
32,0.580566
32,0.499512
32,0.579590
32,0.625488
32,0.562012
32,0.575684
32,0.567871
32,0.599121
32,0.499512
32,0.628418
32,0.614746
32,0.656738
32,0.573730
32,0.635254
32,0.584473
32,0.594238
32,0.608887
32,0.588379
32,0.576660
32,0.596191
32,0.590332
32,0.588379
32,0.589355
32,0.597168
32,0.626465
32,0.637207
32,0.586426
32,0.625488
32,0.609863
32,0.606934
32,0.626465
32,0.562012
32,0.569824
32,0.589355
32,0.554199
32,0.550293
32,0.605957
32,0.562012
32,0.592285
32,0.609863
32,0.562012
32,0.560059
32,0.605957
32,0.589355
32,0.609863
32,0.610840
32,0.652832
32,0.593262
32,0.575684
32,0.625488
32,0.625488
32,0.587402
32,0.499512
32,0.619629
32,0.573730
32,0.593262
32,0.591309
32,0.586426
32,0.610840
32,0.625488
32,0.594238
32,0.601074
32,0.576660
32,0.573730
32,0.625488
32,0.583496
32,0.625488
32,0.575684
32,0.604004
32,0.615723
32,0.596191
32,0.585449
32,0.631348
32,0.634277
32,0.585449
32,0.585449
32,0.546387
32,0.599121
32,0.602051
32,0.561035
32,0.589355
32,0.499512
32,0.585449
32,0.575684
32,0.580566
32,0.621582
32,0.588379
32,0.595215
32,0.602051
32,0.613770
32,0.559082
32,0.613770
32,0.604980
32,0.593262
32,0.585449
32,0.642090
32,0.625488
32,0.587402
32,0.605957
32,0.613770
32,0.586426
32,0.592285
32,0.605957
32,0.499512
32,0.558105
32,0.594238
32,0.595215
32,0.631348
32,0.656738
32,0.625488
32,0.598145
32,0.589355
32,0.604980
32,0.584473
32,0.577637
32,0.562012
32,0.574707
32,0.562012
32,0.577637
32,0.571777
32,0.601074
32,0.625488
32,0.618652
32,0.573730
32,0.625488
32,0.613770
32,0.554199
32,0.633301
32,0.576660
32,0.625488
32,0.585449
32,0.542480
32,0.609863
32,0.590332
32,0.609863
32,0.577637
32,0.568848
32,0.560059
32,0.530762
32,0.575684
32,0.599121
32,0.583496
32,0.581543
32,0.633301
32,0.656738
32,0.625488
32,0.625488
32,0.606934
32,0.604004
32,0.577637
32,0.602051
32,0.633301
32,0.596191
32,0.569824
32,0.607910
32,0.645020
32,0.574707
32,0.616699
32,0.598145
32,0.633301
32,0.577637
32,0.594238
32,0.609863
32,0.580566
32,0.587402
32,0.585449
32,0.575684
32,0.591309
32,0.625488
32,0.580566
32,0.625488
32,0.594238
32,0.641113
32,0.656738
32,0.526855
32,0.656738
32,0.562012
32,0.592285
32,0.596191
32,0.629395
32,0.633301
32,0.562012
32,0.567871
32,0.575684
32,0.561035
32,0.604004
32,0.610840
32,0.562012
32,0.617676
32,0.591309
32,0.609863
32,0.625488
32,0.626465
32,0.564941
32,0.577637
32,0.590332
32,0.586426
32,0.552246
32,0.625488
32,0.575684
32,0.556152
32,0.580566
32,0.605957
32,0.604004
32,0.613770
32,0.599121
32,0.587402
32,0.569824
32,0.566895
32,0.594238
32,0.641113
32,0.599121
32,0.560059
32,0.583496
32,0.625488
32,0.588379
32,0.585449
32,0.600098
32,0.582520
32,0.630371
32,0.605957
32,0.597168
32,0.598145
32,0.562012
32,0.598145
32,0.595215
32,0.618652
32,0.612793
32,0.567871
32,0.558105
32,0.625488
32,0.607910
32,0.612793
32,0.630371
32,0.596191
32,0.562012
32,0.625488
32,0.593262
32,0.611816
32,0.573730
32,0.627441
32,0.573730
32,0.590332
32,0.607910
32,0.627441
32,0.598145
32,0.562012
32,0.585449
32,0.609863
32,0.595215
32,0.627441
32,0.561035
32,0.625488
32,0.560059
32,0.560059
32,0.609863
32,0.577637
32,0.625488
32,0.580566
32,0.631348
32,0.594238
32,0.580566
32,0.601074
32,0.584473
32,0.595215
32,0.602051
32,0.601074
32,0.596191
32,0.629395
32,0.634277
32,0.577637
32,0.546387
32,0.577637
32,0.641113
32,0.569824
32,0.593262
32,0.625488
32,0.614746
32,0.574707
32,0.499512
32,0.538574
32,0.584473
32,0.546387
32,0.625488
32,0.595215
32,0.575684
32,0.598145
32,0.587402
32,0.643066
32,0.583496
32,0.584473
32,0.633301
32,0.629395
32,0.596191
32,0.600098
32,0.627441
32,0.593262
32,0.605957
32,0.569824
32,0.499512
32,0.604980
32,0.602051
32,0.590332
32,0.603027
32,0.560059
32,0.591309
32,0.591309
32,0.629395
32,0.633301
32,0.536621
32,0.583496
32,0.627441
32,0.562012
32,0.625488
32,0.563965
32,0.593262
32,0.604980
32,0.554199
32,0.595215
32,0.615723
32,0.597168
32,0.499512
32,0.587402
32,0.574707
32,0.641113
32,0.577637
32,0.562012
32,0.619629
32,0.596191
32,0.556152
32,0.562012
32,0.604980
32,0.625488
32,0.633301
32,0.590332
32,0.499512
32,0.617676
32,0.557129
32,0.635254
32,0.563965
32,0.546387
32,0.582520
32,0.598145
32,0.538574
32,0.595215
32,0.587402
32,0.562012
32,0.604980
32,0.599121
32,0.544434
32,0.596191
32,0.613770
32,0.579590
32,0.593262
32,0.605957
32,0.562012
32,0.603027
32,0.611816
32,0.585449
32,0.604004
32,0.581543
32,0.591309
32,0.577637
32,0.562012
32,0.610840
32,0.600098
32,0.583496
32,0.632324
32,0.562012
32,0.625488
32,0.590332
32,0.629395
32,0.625488
32,0.626465
32,0.619629
32,0.629395
32,0.626465
32,0.594238
32,0.602051
32,0.626465
32,0.588379
32,0.575684
32,0.569824
32,0.546387
32,0.626465
32,0.591309
32,0.583496
32,0.566895
32,0.585449
32,0.594238
32,0.598145
32,0.558105
32,0.621582
32,0.585449
32,0.567871
32,0.596191
32,0.629395
32,0.554199
32,0.610840
32,0.546387
32,0.585449
32,0.597168
32,0.590332
32,0.625488
32,0.580566
32,0.587402
32,0.605957
32,0.613770
32,0.594238
32,0.609863
32,0.614746
32,0.601074
32,0.562012
32,0.562012
32,0.574707
32,0.631348
32,0.561035
32,0.603027
32,0.627441
32,0.577637
32,0.625488
32,0.558105
32,0.580566
32,0.575684
32,0.625488
32,0.625488
32,0.609863
32,0.589355
32,0.594238
32,0.614746
32,0.590332
32,0.633301
32,0.627441
32,0.627441
32,0.610840
32,0.582520
32,0.593262
32,0.604004
32,0.627441
32,0.602051
32,0.656738
32,0.594238
32,0.562012
32,0.586426
32,0.587402
32,0.585449
32,0.601074
32,0.613770
32,0.574707
32,0.589355
64,0.600098
64,0.611816
64,0.601074
64,0.602051
64,0.602051
64,0.599121
64,0.587402
64,0.597168
64,0.562012
64,0.595215
64,0.588379
64,0.597168
64,0.611816
64,0.627441
64,0.562012
64,0.577637
64,0.604004
64,0.582520
64,0.594238
64,0.581543
64,0.600098
64,0.600098
64,0.627441
64,0.585449
64,0.577637
64,0.627441
64,0.571777
64,0.582520
64,0.591309
64,0.594238
64,0.577637
64,0.585449
64,0.600098
64,0.609863
64,0.596191
64,0.617676
64,0.613770
64,0.584473
64,0.604004
64,0.597168
64,0.583496
64,0.584473
64,0.591309
64,0.560059
64,0.583496
64,0.625488
64,0.583496
64,0.589355
64,0.609863
64,0.617676
64,0.583496
64,0.592285
64,0.625488
64,0.590332
64,0.577637
64,0.591309
64,0.609863
64,0.626465
64,0.599121
64,0.596191
64,0.562012
64,0.592285
64,0.598145
64,0.589355
64,0.583496
64,0.572754
64,0.596191
64,0.596191
64,0.562012
64,0.588379
64,0.619629
64,0.604980
64,0.610840
64,0.597168
64,0.577637
64,0.598145
64,0.584473
64,0.580566
64,0.593262
64,0.609863
64,0.598145
64,0.588379
64,0.584473
64,0.613770
64,0.588379
64,0.597168
64,0.592285
64,0.590332
64,0.588379
64,0.577637
64,0.562012
64,0.598145
64,0.546387
64,0.603027
64,0.578613
64,0.588379
64,0.606934
64,0.608887
64,0.603027
64,0.585449
64,0.614746
64,0.609863
64,0.592285
64,0.577637
64,0.587402
64,0.613770
64,0.596191
64,0.602051
64,0.561035
64,0.587402
64,0.586426
64,0.584473
64,0.562012
64,0.625488
64,0.587402
64,0.591309
64,0.598145
64,0.585449
64,0.586426
64,0.587402
64,0.614746
64,0.568848
64,0.596191
64,0.605957
64,0.598145
64,0.592285
64,0.625488
64,0.594238
64,0.609863
64,0.586426
64,0.592285
64,0.607910
64,0.574707
64,0.568848
64,0.587402
64,0.575684
64,0.580566
64,0.577637
64,0.584473
64,0.625488
64,0.582520
64,0.625488
64,0.582520
64,0.595215
64,0.593262
64,0.590332
64,0.579590
64,0.592285
64,0.562012
64,0.590332
64,0.560059
64,0.600098
64,0.601074
64,0.581543
64,0.562012
64,0.626465
64,0.594238
64,0.571777
64,0.603027
64,0.625488
64,0.604004
64,0.577637
64,0.605957
64,0.598145
64,0.595215
64,0.597168
64,0.598145
64,0.598145
64,0.587402
64,0.572754
64,0.595215
64,0.609863
64,0.611816
64,0.611816
64,0.567871
64,0.592285
64,0.600098
64,0.617676
64,0.587402
64,0.599121
64,0.597168
64,0.585449
64,0.584473
64,0.562012
64,0.625488
64,0.575684
64,0.579590
64,0.576660
64,0.592285
64,0.591309
64,0.592285
64,0.586426
64,0.594238
64,0.561035
64,0.584473
64,0.554199
64,0.598145
64,0.593262
64,0.602051
64,0.587402
64,0.588379
64,0.562012
64,0.584473
64,0.597168
64,0.592285
64,0.610840
64,0.627441
64,0.575684
64,0.598145
64,0.613770
64,0.613770
64,0.587402
64,0.588379
64,0.588379
64,0.600098
64,0.585449
64,0.601074
64,0.562012
64,0.593262
64,0.562012
64,0.600098
64,0.630371
64,0.581543
64,0.595215
64,0.594238
64,0.595215
64,0.601074
64,0.571777
64,0.584473
64,0.584473
64,0.562012
64,0.589355
64,0.562012
64,0.597168
64,0.584473
64,0.562012
64,0.583496
64,0.586426
64,0.607910
64,0.600098
64,0.611816
64,0.585449
64,0.581543
64,0.554199
64,0.621582
64,0.592285
64,0.605957
64,0.589355
64,0.598145
64,0.594238
64,0.600098
64,0.572754
64,0.583496
64,0.602051
64,0.600098
64,0.554199
64,0.625488
64,0.604980
64,0.609863
64,0.598145
64,0.593262
64,0.562012
64,0.581543
64,0.602051
64,0.604980
64,0.610840
64,0.598145
64,0.595215
64,0.600098
64,0.575684
64,0.599121
64,0.584473
64,0.595215
64,0.562012
64,0.599121
64,0.599121
64,0.625488
64,0.610840
64,0.562012
64,0.583496
64,0.590332
64,0.585449
64,0.546387
64,0.591309
64,0.586426
64,0.573730
64,0.583496
64,0.606934
64,0.591309
64,0.568848
64,0.580566
64,0.625488
64,0.569824
64,0.581543
64,0.617676
64,0.604004
64,0.588379
64,0.582520
64,0.562012
64,0.617676
64,0.588379
64,0.625488
64,0.593262
64,0.585449
64,0.613770
64,0.585449
64,0.591309
64,0.569824
64,0.586426
64,0.590332
64,0.569824
64,0.577637
64,0.593262
64,0.598145
64,0.583496
64,0.604980
64,0.625488
64,0.597168
64,0.584473
64,0.585449
64,0.617676
64,0.625488
64,0.573730
64,0.625488
64,0.562012
64,0.593262
64,0.562012
64,0.576660
64,0.587402
64,0.603027
64,0.588379
64,0.567871
64,0.599121
64,0.627441
64,0.562012
64,0.588379
64,0.562012
64,0.583496
64,0.601074
64,0.602051
64,0.595215
64,0.592285
64,0.602051
64,0.577637
64,0.601074
64,0.579590
64,0.584473
64,0.593262
64,0.577637
64,0.585449
64,0.595215
64,0.562012
64,0.590332
64,0.577637
64,0.604004
64,0.625488
64,0.597168
64,0.604980
64,0.588379
64,0.595215
64,0.583496
64,0.593262
64,0.585449
64,0.562012
64,0.596191
64,0.593262
64,0.595215
64,0.577637
64,0.598145
64,0.587402
64,0.596191
64,0.595215
64,0.584473
64,0.598145
64,0.625488
64,0.600098
64,0.594238
64,0.597168
64,0.609863
64,0.600098
64,0.583496
64,0.593262
64,0.594238
64,0.609863
64,0.581543
64,0.581543
64,0.613770
64,0.602051
64,0.591309
64,0.603027
64,0.584473
64,0.577637
64,0.593262
64,0.591309
64,0.625488
64,0.605957
64,0.562012
64,0.596191
64,0.594238
64,0.562012
64,0.605957
64,0.625488
64,0.563965
64,0.591309
64,0.577637
64,0.584473
64,0.595215
64,0.582520
64,0.562012
64,0.560059
64,0.602051
64,0.573730
64,0.596191
64,0.593262
64,0.590332
64,0.598145
64,0.569824
64,0.604004
64,0.581543
64,0.572754
64,0.609863
64,0.609863
64,0.595215
64,0.574707
64,0.625488
64,0.589355
64,0.576660
64,0.580566
64,0.593262
64,0.562012
64,0.595215
64,0.588379
64,0.625488
64,0.593262
64,0.604004
64,0.575684
64,0.609863
64,0.587402
64,0.593262
64,0.581543
64,0.599121
64,0.581543
64,0.605957
64,0.589355
64,0.575684
64,0.589355
64,0.562012
64,0.604004
64,0.576660
64,0.625488
64,0.562012
64,0.562012
64,0.611816
64,0.611816
64,0.562012
64,0.586426
64,0.602051
64,0.593262
64,0.577637
64,0.609863
64,0.625488
64,0.602051
64,0.600098
64,0.562012
64,0.583496
64,0.583496
64,0.587402
64,0.595215
64,0.595215
64,0.575684
64,0.591309
64,0.594238
64,0.594238
64,0.599121
64,0.593262
64,0.584473
64,0.584473
64,0.583496
64,0.581543
64,0.591309
64,0.593262
64,0.583496
64,0.571777
64,0.583496
64,0.593262
64,0.588379
64,0.558105
64,0.590332
64,0.581543
64,0.558105
64,0.574707
64,0.587402
64,0.596191
64,0.597168
64,0.585449
64,0.605957
64,0.611816
64,0.572754
64,0.606934
64,0.573730
64,0.562012
64,0.605957
64,0.594238
64,0.585449
64,0.577637
64,0.596191
64,0.596191
64,0.625488
64,0.571777
64,0.586426
64,0.593262
64,0.594238
64,0.585449
64,0.593262
64,0.562012
64,0.576660
64,0.595215
64,0.593262
64,0.594238
64,0.562012
64,0.614746
64,0.625488
64,0.560059
64,0.625488
64,0.588379
64,0.576660
64,0.584473
64,0.577637
64,0.585449
64,0.597168
64,0.599121
64,0.588379
64,0.586426
64,0.593262
64,0.600098
64,0.625488
64,0.596191
64,0.580566
64,0.596191
64,0.590332
64,0.560059
64,0.589355
64,0.594238
64,0.588379
64,0.595215
64,0.590332
64,0.602051
64,0.598145
64,0.599121
64,0.610840
64,0.583496
64,0.617676
64,0.604004
64,0.602051
64,0.593262
64,0.604004
64,0.625488
64,0.602051
64,0.625488
64,0.590332
64,0.625488
64,0.609863
64,0.602051
64,0.625488
64,0.576660
64,0.600098
64,0.577637
64,0.608887
64,0.599121
64,0.600098
64,0.625488
64,0.600098
64,0.591309
64,0.594238
64,0.552246
64,0.562012
64,0.595215
64,0.604004
64,0.568848
64,0.617676
64,0.626465
64,0.602051
64,0.594238
64,0.604004
64,0.609863
64,0.603027
64,0.562012
64,0.592285
64,0.596191
64,0.598145
64,0.604004
64,0.593262
64,0.625488
64,0.602051
64,0.609863
64,0.613770
64,0.562012
64,0.596191
64,0.625488
64,0.562012
64,0.577637
64,0.598145
64,0.562012
64,0.589355
64,0.583496
64,0.582520
64,0.595215
64,0.591309
64,0.562012
64,0.588379
64,0.602051
64,0.597168
64,0.586426
64,0.583496
64,0.562012
64,0.594238
64,0.560059
64,0.589355
64,0.589355
64,0.562012
64,0.575684
64,0.633301
64,0.589355
64,0.562012
64,0.602051
64,0.610840
64,0.597168
64,0.595215
64,0.585449
64,0.592285
64,0.605957
64,0.573730
64,0.610840
64,0.606934
64,0.625488
64,0.625488
64,0.594238
64,0.586426
64,0.583496
64,0.598145
64,0.577637
64,0.577637
64,0.560059
64,0.585449
64,0.596191
64,0.587402
64,0.589355
64,0.562012
64,0.625488
64,0.609863
64,0.613770
64,0.603027
64,0.627441
64,0.590332
64,0.591309
64,0.577637
64,0.609863
64,0.584473
64,0.573730
64,0.592285
64,0.584473
64,0.591309
64,0.562012
64,0.562012
64,0.596191
64,0.590332
64,0.597168
64,0.600098
64,0.562012
64,0.591309
64,0.562012
64,0.607910
64,0.577637
64,0.569824
64,0.598145
64,0.602051
64,0.588379
64,0.591309
64,0.593262
64,0.598145
64,0.595215
64,0.595215
64,0.575684
64,0.597168
64,0.626465
64,0.588379
64,0.598145
64,0.562012
64,0.604980
64,0.598145
64,0.580566
64,0.590332
64,0.599121
64,0.598145
64,0.605957
64,0.603027
64,0.581543
64,0.593262
64,0.625488
64,0.575684
64,0.577637
64,0.562012
64,0.596191
64,0.562012
64,0.625488
64,0.583496
64,0.599121
64,0.595215
64,0.562012
64,0.613770
64,0.594238
64,0.578613
64,0.562012
64,0.600098
64,0.615723
64,0.560059
64,0.602051
64,0.604980
64,0.596191
64,0.583496
64,0.598145
64,0.573730
64,0.600098
64,0.571777
64,0.596191
64,0.584473
64,0.600098
64,0.613770
64,0.589355
64,0.568848
64,0.575684
64,0.583496
64,0.593262
64,0.602051
64,0.584473
64,0.576660
64,0.587402
64,0.590332
64,0.599121
64,0.589355
64,0.581543
64,0.595215
64,0.583496
64,0.609863
64,0.615723
64,0.589355
64,0.575684
64,0.562012
64,0.604004
64,0.617676
64,0.562012
64,0.575684
64,0.594238
64,0.596191
64,0.602051
64,0.598145
64,0.594238
64,0.585449
64,0.587402
64,0.604004
64,0.609863
64,0.611816
64,0.591309
64,0.600098
64,0.592285
64,0.577637
64,0.593262
64,0.609863
64,0.605957
64,0.595215
64,0.570801
64,0.599121
64,0.604980
64,0.590332
64,0.608887
64,0.625488
64,0.625488
64,0.585449
64,0.562012
64,0.578613
64,0.641113
64,0.625488
64,0.593262
64,0.584473
64,0.594238
64,0.601074
64,0.609863
64,0.577637
64,0.591309
64,0.613770
64,0.591309
64,0.598145
64,0.592285
64,0.591309
64,0.562012
64,0.562012
64,0.594238
64,0.596191
64,0.592285
64,0.600098
64,0.594238
64,0.590332
64,0.598145
64,0.625488
64,0.596191
64,0.580566
64,0.571777
64,0.585449
64,0.561035
64,0.589355
64,0.562012
64,0.591309
64,0.569824
64,0.598145
64,0.582520
64,0.598145
64,0.584473
64,0.595215
64,0.598145
64,0.625488
64,0.577637
64,0.625488
64,0.579590
64,0.581543
64,0.585449
64,0.597168
64,0.595215
64,0.591309
64,0.605957
64,0.593262
64,0.588379
64,0.601074
64,0.625488
64,0.627441
64,0.606934
64,0.591309
64,0.595215
64,0.599121
64,0.603027
64,0.590332
64,0.572754
64,0.591309
64,0.577637
64,0.600098
64,0.589355
64,0.590332
64,0.595215
64,0.591309
64,0.613770
64,0.595215
64,0.598145
64,0.590332
64,0.615723
64,0.594238
64,0.590332
64,0.592285
64,0.577637
64,0.604980
64,0.604004
64,0.611816
64,0.577637
64,0.599121
64,0.530762
64,0.585449
64,0.591309
64,0.577637
64,0.594238
64,0.594238
64,0.625488
64,0.625488
64,0.577637
64,0.562012
64,0.595215
64,0.593262
64,0.585449
64,0.596191
64,0.596191
64,0.591309
64,0.609863
64,0.594238
64,0.577637
64,0.609863
64,0.586426
64,0.577637
64,0.560059
64,0.585449
64,0.562012
64,0.609863
64,0.583496
64,0.591309
64,0.582520
64,0.579590
64,0.598145
64,0.610840
64,0.574707
64,0.605957
64,0.585449
64,0.598145
64,0.575684
64,0.625488
64,0.586426
64,0.562012
64,0.597168
64,0.577637
64,0.586426
64,0.554199
64,0.600098
64,0.609863
64,0.577637
64,0.586426
64,0.605957
64,0.573730
64,0.585449
64,0.633301
64,0.577637
64,0.592285
64,0.625488
64,0.611816
64,0.582520
64,0.577637
64,0.565918
64,0.607910
64,0.595215
64,0.598145
64,0.603027
64,0.575684
64,0.594238
64,0.586426
64,0.562012
64,0.585449
64,0.611816
64,0.607910
64,0.591309
64,0.594238
64,0.625488
64,0.597168
64,0.584473
64,0.588379
64,0.611816
64,0.591309
64,0.577637
64,0.609863
64,0.599121
64,0.575684
64,0.625488
64,0.562012
64,0.625488
64,0.576660
64,0.562012
64,0.598145
64,0.602051
64,0.546387
64,0.595215
64,0.592285
64,0.588379
64,0.577637
64,0.590332
64,0.596191
64,0.593262
64,0.602051
64,0.617676
64,0.585449
64,0.618652
64,0.591309
64,0.594238
64,0.598145
64,0.602051
64,0.609863
64,0.575684
64,0.585449
64,0.562012
64,0.637207
64,0.629395
64,0.593262
64,0.602051
64,0.606934
64,0.582520
64,0.583496
64,0.575684
64,0.562012
64,0.585449
64,0.569824
64,0.595215
64,0.627441
64,0.604004
64,0.590332
64,0.576660
64,0.584473
64,0.596191
64,0.608887
64,0.617676
64,0.581543
64,0.587402
64,0.584473
64,0.588379
64,0.602051
64,0.601074
64,0.589355
64,0.585449
64,0.594238
64,0.599121
64,0.599121
64,0.591309
64,0.594238
64,0.596191
64,0.595215
64,0.581543
64,0.598145
64,0.617676
64,0.598145
64,0.554199
64,0.593262
64,0.596191
64,0.605957
64,0.574707
64,0.605957
64,0.554199
64,0.605957
64,0.572754
64,0.573730
64,0.593262
64,0.575684
64,0.617676
64,0.625488
64,0.561035
64,0.560059
64,0.562012
64,0.605957
64,0.583496
64,0.610840
64,0.577637
64,0.592285
64,0.594238
64,0.576660
64,0.589355
64,0.584473
64,0.583496
64,0.558105
64,0.594238
64,0.573730
64,0.625488
64,0.588379
64,0.598145
64,0.572754
64,0.592285
64,0.625488
64,0.625488
64,0.586426
64,0.562012
64,0.592285
64,0.567871
64,0.587402
64,0.607910
64,0.581543
64,0.584473
64,0.602051
64,0.593262
64,0.562012
64,0.595215
64,0.583496
64,0.594238
64,0.625488
64,0.612793
64,0.609863
64,0.607910
64,0.585449
64,0.596191
64,0.562012
64,0.589355
64,0.578613
64,0.593262
64,0.599121
64,0.577637
64,0.596191
64,0.583496
64,0.599121
64,0.625488
64,0.588379
64,0.530762
64,0.592285
64,0.584473
64,0.599121
64,0.585449
64,0.609863
64,0.594238
64,0.587402
64,0.593262
64,0.581543
64,0.605957
64,0.589355
64,0.613770
64,0.576660
64,0.585449
64,0.611816
64,0.610840
64,0.561035
64,0.592285
64,0.593262
64,0.609863
64,0.561035
64,0.585449
64,0.594238
64,0.588379
64,0.594238
64,0.602051
64,0.585449
64,0.581543
64,0.583496
64,0.611816
64,0.600098
64,0.599121
64,0.611816
64,0.580566
64,0.589355
64,0.609863
64,0.625488
64,0.596191
64,0.597168
64,0.593262
64,0.611816
64,0.611816
64,0.629395
64,0.586426
64,0.593262
64,0.600098
64,0.594238
64,0.617676
64,0.609863
64,0.591309
64,0.593262
64,0.625488
64,0.588379
64,0.562012
64,0.586426
64,0.616699
64,0.602051
64,0.578613
64,0.598145
64,0.609863
64,0.562012
64,0.591309
64,0.562012
64,0.604004
64,0.597168
64,0.604004
64,0.577637
64,0.604004
64,0.597168
64,0.591309
64,0.573730
64,0.577637
64,0.604004
64,0.587402
64,0.629395
64,0.617676
64,0.579590
64,0.592285
64,0.609863
64,0.604004
64,0.583496
64,0.585449
64,0.584473
64,0.583496
64,0.590332
64,0.594238
64,0.588379
64,0.610840
64,0.562012
64,0.562012
64,0.602051
64,0.558105
64,0.587402
64,0.584473
64,0.577637
64,0.588379
64,0.560059
64,0.604980
64,0.578613
64,0.562012
64,0.590332
64,0.609863
64,0.600098
64,0.591309
64,0.604980
64,0.612793
64,0.625488
64,0.625488
64,0.591309
64,0.591309
64,0.603027
64,0.602051
64,0.575684
64,0.609863
64,0.591309
64,0.577637
64,0.600098
64,0.599121
64,0.600098
64,0.602051
64,0.594238
64,0.562012
64,0.585449
64,0.584473
64,0.604004
64,0.585449
64,0.587402
64,0.605957
64,0.613770
64,0.590332
64,0.599121
64,0.641113
64,0.562012
64,0.590332
64,0.587402
64,0.592285
64,0.585449
64,0.584473
64,0.602051
64,0.600098
64,0.594238
64,0.568848
64,0.578613
64,0.590332
64,0.577637
64,0.598145
64,0.591309
64,0.562012
64,0.577637
64,0.606934
64,0.599121
64,0.604980
64,0.641113
64,0.609863
64,0.589355
64,0.583496
64,0.596191
64,0.590332
64,0.627441
64,0.591309
64,0.581543
64,0.589355
64,0.617676
64,0.571777
64,0.625488
64,0.577637
64,0.601074
64,0.596191
64,0.562012
64,0.602051
64,0.604980
64,0.582520
64,0.609863
64,0.601074
64,0.585449
64,0.609863
64,0.591309
64,0.574707
64,0.594238
64,0.609863
64,0.585449
64,0.581543
64,0.597168
64,0.594238
64,0.626465
64,0.599121
64,0.602051
64,0.601074
64,0.585449
64,0.625488
64,0.577637
64,0.561035
64,0.602051
64,0.562012
64,0.602051
64,0.625488
64,0.591309
64,0.583496
64,0.582520
64,0.627441
64,0.580566
64,0.587402
64,0.627441
64,0.576660
64,0.590332
64,0.627441
64,0.581543
64,0.627441
64,0.605957
64,0.582520
64,0.558105
64,0.625488
64,0.597168
64,0.562012
64,0.591309
64,0.605957
64,0.600098
64,0.588379
64,0.588379
64,0.594238
64,0.609863
64,0.596191
64,0.583496
64,0.562012
64,0.562012
64,0.625488
64,0.609863
64,0.595215
64,0.594238
64,0.601074
64,0.600098
64,0.579590
64,0.607910
64,0.587402
64,0.585449
64,0.582520
64,0.598145
64,0.600098
64,0.600098
64,0.621582
64,0.611816
64,0.581543
64,0.584473
64,0.584473
64,0.577637
64,0.590332
64,0.583496
64,0.603027
64,0.625488
64,0.600098
64,0.604980
64,0.594238
64,0.629395
64,0.602051
64,0.567871
64,0.562012
64,0.595215
64,0.595215
64,0.569824
64,0.574707
64,0.573730
64,0.600098
64,0.594238
64,0.602051
64,0.602051
64,0.587402
64,0.599121
64,0.589355
64,0.602051
64,0.598145
64,0.585449
64,0.591309
64,0.594238
64,0.597168
64,0.598145
64,0.594238
64,0.562012
64,0.616699
64,0.589355
64,0.605957
64,0.605957
64,0.602051
64,0.595215
64,0.567871
64,0.588379
64,0.568848
64,0.572754
64,0.599121
64,0.577637
64,0.603027
64,0.585449
64,0.546387
64,0.596191
64,0.626465
64,0.577637
64,0.610840
64,0.560059
64,0.599121
64,0.591309
64,0.587402
64,0.562012
64,0.605957
64,0.597168
64,0.609863
64,0.562012
64,0.595215
64,0.625488
64,0.589355
64,0.593262
64,0.588379
64,0.587402
64,0.569824
64,0.589355
64,0.572754
64,0.581543
64,0.625488
64,0.593262
64,0.625488
64,0.597168
64,0.594238
64,0.605957
64,0.574707
64,0.592285
64,0.562012
64,0.562012
64,0.587402
64,0.604004
64,0.589355
64,0.609863
64,0.583496
64,0.611816
64,0.591309
64,0.613770
64,0.604004
64,0.599121
64,0.587402
64,0.569824
64,0.599121
64,0.580566
64,0.566895
64,0.562012
64,0.578613
64,0.588379
64,0.581543
64,0.585449
64,0.605957
64,0.592285
64,0.562012
64,0.607910
64,0.571777
64,0.562012
64,0.592285
64,0.562012
64,0.561035
64,0.602051
64,0.591309
64,0.602051
64,0.573730
64,0.628418
64,0.585449
64,0.596191
64,0.609863
64,0.604004
64,0.588379
64,0.602051
64,0.581543
64,0.593262
64,0.609863
64,0.596191
64,0.596191
64,0.625488
64,0.585449
64,0.602051
64,0.599121
64,0.591309
64,0.597168
64,0.609863
64,0.572754
64,0.583496
64,0.593262
64,0.626465
64,0.584473
64,0.625488
64,0.595215
64,0.562012
64,0.599121
64,0.577637
64,0.576660
64,0.592285
64,0.562012
64,0.595215
64,0.598145
64,0.554199
64,0.562012
64,0.592285
64,0.603027
64,0.581543
64,0.586426
64,0.595215
64,0.562012
64,0.596191
64,0.577637
64,0.605957
64,0.593262
64,0.594238
64,0.595215
64,0.609863
64,0.595215
64,0.562012
64,0.609863
64,0.605957
64,0.592285
64,0.577637
64,0.593262
64,0.595215
64,0.586426
64,0.617676
64,0.604004
64,0.589355
64,0.625488
64,0.609863
64,0.609863
64,0.581543
64,0.577637
64,0.610840
64,0.585449
64,0.581543
64,0.613770
64,0.591309
64,0.562012
64,0.601074
64,0.588379
64,0.625488
64,0.599121
64,0.577637
64,0.598145
64,0.594238
64,0.598145
64,0.596191
64,0.605957
64,0.561035
64,0.596191
64,0.571777
64,0.572754
64,0.569824
64,0.597168
64,0.596191
64,0.587402
64,0.600098
64,0.625488
64,0.627441
64,0.598145
64,0.625488
64,0.594238
64,0.575684
64,0.587402
64,0.581543
64,0.598145
64,0.602051
64,0.581543
64,0.562012
64,0.585449
64,0.594238
