L,p_c
16,0.530762
16,0.605957
16,0.602051
16,0.597168
16,0.572754
16,0.648926
16,0.609863
16,0.610840
16,0.600098
16,0.641113
16,0.573730
16,0.603027
16,0.559082
16,0.628418
16,0.483887
16,0.596191
16,0.568848
16,0.498535
16,0.564941
16,0.569824
16,0.586426
16,0.499512
16,0.483887
16,0.615723
16,0.468262
16,0.609863
16,0.499512
16,0.614746
16,0.593262
16,0.581543
16,0.609863
16,0.576660
16,0.629395
16,0.561035
16,0.601074
16,0.562012
16,0.637207
16,0.585449
16,0.629395
16,0.656738
16,0.629395
16,0.609863
16,0.602051
16,0.603027
16,0.585449
16,0.595215
16,0.553223
16,0.561035
16,0.625488
16,0.498535
16,0.559082
16,0.614746
16,0.550293
16,0.605957
16,0.627441
16,0.556152
16,0.476074
16,0.599121
16,0.634277
16,0.604004
16,0.560059
16,0.633301
16,0.590332
16,0.625488
16,0.618652
16,0.600098
16,0.631348
16,0.641113
16,0.605957
16,0.627441
16,0.625488
16,0.611816
16,0.625488
16,0.577637
16,0.554199
16,0.555176
16,0.545410
16,0.562012
16,0.554199
16,0.530762
16,0.632324
16,0.573730
16,0.594238
16,0.530762
16,0.627441
16,0.612793
16,0.625488
16,0.586426
16,0.511230
16,0.636230
16,0.559082
16,0.593262
16,0.589355
16,0.576660
16,0.601074
16,0.570801
16,0.589355
16,0.562012
16,0.546387
16,0.542480
16,0.558105
16,0.595215
16,0.569824
16,0.602051
16,0.545410
16,0.562012
16,0.618652
16,0.499512
16,0.562012
16,0.538574
16,0.689941
16,0.648926
16,0.610840
16,0.498535
16,0.633301
16,0.558105
16,0.581543
16,0.627441
16,0.583496
16,0.643066
16,0.498535
16,0.598145
16,0.494629
16,0.530762
16,0.491699
16,0.528809
16,0.561035
16,0.618652
16,0.579590
16,0.664551
16,0.598145
16,0.656738
16,0.609863
16,0.583496
16,0.612793
16,0.557129
16,0.633301
16,0.573730
16,0.542480
16,0.641113
16,0.596191
16,0.558105
16,0.580566
16,0.594238
16,0.554199
16,0.662598
16,0.573730
16,0.633301
16,0.526855
16,0.635254
16,0.594238
16,0.546387
16,0.598145
16,0.610840
16,0.576660
16,0.598145
16,0.562012
16,0.589355
16,0.554199
16,0.629395
16,0.580566
16,0.526855
16,0.592285
16,0.660645
16,0.621582
16,0.587402
16,0.687988
16,0.560059
16,0.619629
16,0.628418
16,0.554199
16,0.578613
16,0.584473
16,0.643066
16,0.586426
16,0.610840
16,0.634277
16,0.608887
16,0.561035
16,0.556152
16,0.499512
16,0.688965
16,0.562012
16,0.648926
16,0.499512
16,0.530762
16,0.626465
16,0.565918
16,0.561035
16,0.604004
16,0.630371
16,0.572754
16,0.499512
16,0.615723
16,0.562012
16,0.646973
16,0.599121
16,0.596191
16,0.589355
16,0.566895
16,0.569824
16,0.602051
16,0.633301
16,0.627441
16,0.608887
16,0.530762
16,0.625488
16,0.656738
16,0.602051
16,0.529785
16,0.598145
16,0.627441
16,0.580566
16,0.499512
16,0.637207
16,0.625488
16,0.593262
16,0.610840
16,0.612793
16,0.579590
16,0.538574
16,0.604004
16,0.582520
16,0.594238
16,0.562012
16,0.583496
16,0.600098
16,0.528809
16,0.571777
16,0.597168
16,0.656738
16,0.483887
16,0.562012
16,0.641113
16,0.562012
16,0.626465
16,0.555176
16,0.585449
16,0.546387
16,0.631348
16,0.626465
16,0.529785
16,0.592285
16,0.582520
16,0.656738
16,0.625488
16,0.621582
16,0.582520
16,0.625488
16,0.573730
16,0.561035
16,0.637207
16,0.499512
16,0.483887
16,0.610840
16,0.625488
16,0.658691
16,0.565918
16,0.569824
16,0.641113
16,0.595215
16,0.604004
16,0.657715
16,0.579590
16,0.626465
16,0.568848
16,0.498535
16,0.560059
16,0.627441
16,0.576660
16,0.499512
16,0.628418
16,0.584473
16,0.556152
16,0.561035
16,0.599121
16,0.536621
16,0.629395
16,0.598145
16,0.658691
16,0.628418
16,0.534668
16,0.621582
16,0.586426
16,0.641113
16,0.546387
16,0.628418
16,0.625488
16,0.687988
16,0.594238
16,0.554199
16,0.569824
16,0.648926
16,0.585449
16,0.577637
16,0.546387
16,0.656738
16,0.554199
16,0.618652
16,0.626465
16,0.613770
16,0.519043
16,0.597168
16,0.573730
16,0.546387
16,0.601074
16,0.664551
16,0.522949
16,0.687988
16,0.660645
16,0.597168
16,0.633301
16,0.601074
16,0.637207
16,0.561035
16,0.609863
16,0.625488
16,0.498535
16,0.554199
16,0.628418
16,0.600098
16,0.529785
16,0.585449
16,0.530762
16,0.641113
16,0.530762
16,0.593262
16,0.553223
16,0.594238
16,0.544434
16,0.622559
16,0.609863
16,0.546387
16,0.546387
16,0.625488
16,0.562012
16,0.589355
16,0.598145
16,0.617676
16,0.591309
16,0.583496
16,0.562012
16,0.656738
16,0.561035
16,0.610840
16,0.631348
16,0.629395
16,0.641113
16,0.629395
16,0.687988
16,0.562012
16,0.627441
16,0.538574
16,0.499512
16,0.588379
16,0.630371
16,0.499512
16,0.572754
16,0.629395
16,0.611816
16,0.530762
16,0.560059
16,0.577637
16,0.600098
16,0.594238
16,0.560059
16,0.587402
16,0.558105
16,0.656738
16,0.554199
16,0.594238
16,0.625488
16,0.568848
16,0.584473
16,0.603027
16,0.609863
16,0.530762
16,0.631348
16,0.633301
16,0.601074
16,0.600098
16,0.629395
16,0.499512
16,0.641113
16,0.635254
16,0.687988
16,0.558105
16,0.625488
16,0.499512
16,0.597168
16,0.625488
16,0.554199
16,0.687988
16,0.594238
16,0.629395
16,0.595215
16,0.495605
16,0.563965
16,0.574707
16,0.546387
16,0.552246
16,0.628418
16,0.603027
16,0.530762
16,0.577637
16,0.585449
16,0.593262
16,0.607910
16,0.687988
16,0.579590
16,0.656738
16,0.599121
16,0.613770
16,0.558105
16,0.576660
16,0.498535
16,0.639160
16,0.595215
16,0.643066
16,0.581543
16,0.615723
16,0.588379
16,0.588379
16,0.591309
16,0.569824
16,0.633301
16,0.583496
16,0.594238
16,0.627441
16,0.526855
16,0.576660
16,0.575684
16,0.625488
16,0.625488
16,0.587402
16,0.583496
16,0.534668
16,0.626465
16,0.629395
16,0.641113
16,0.569824
16,0.633301
16,0.616699
16,0.606934
16,0.567871
16,0.643066
16,0.610840
16,0.569824
16,0.583496
16,0.577637
16,0.577637
16,0.621582
16,0.570801
16,0.556152
16,0.580566
16,0.609863
16,0.633301
16,0.562012
16,0.499512
16,0.590332
16,0.671387
16,0.750488
16,0.627441
16,0.645020
16,0.622559
16,0.589355
16,0.544434
16,0.528809
16,0.580566
16,0.499512
16,0.558105
16,0.562012
16,0.626465
16,0.642090
16,0.495605
16,0.604004
16,0.627441
16,0.538574
16,0.627441
16,0.625488
16,0.499512
16,0.581543
16,0.544434
16,0.557129
16,0.597168
16,0.542480
16,0.584473
16,0.499512
16,0.499512
16,0.638184
16,0.583496
16,0.609863
16,0.629395
16,0.575684
16,0.538574
16,0.633301
16,0.592285
16,0.499512
16,0.562012
16,0.568848
16,0.593262
16,0.590332
16,0.569824
16,0.687988
16,0.625488
16,0.627441
16,0.609863
16,0.546387
16,0.606934
16,0.637207
16,0.645020
16,0.607910
16,0.598145
16,0.499512
16,0.609863
16,0.600098
16,0.573730
16,0.562012
16,0.645996
16,0.631348
16,0.611816
16,0.605957
16,0.499512
16,0.590332
16,0.674316
16,0.625488
16,0.499512
16,0.560059
16,0.615723
16,0.687988
16,0.497559
16,0.569824
16,0.641113
16,0.634277
16,0.592285
16,0.595215
16,0.582520
16,0.499512
16,0.554199
16,0.585449
16,0.562012
16,0.637207
16,0.561035
16,0.597168
16,0.591309
16,0.573730
16,0.530762
16,0.499512
16,0.609863
16,0.544434
16,0.499512
16,0.579590
16,0.582520
16,0.548340
16,0.633301
16,0.633301
16,0.562012
16,0.499512
16,0.580566
16,0.564941
16,0.557129
16,0.610840
16,0.576660
16,0.499512
16,0.609863
16,0.592285
16,0.550293
16,0.554199
16,0.626465
16,0.499512
16,0.568848
16,0.626465
16,0.626465
16,0.575684
16,0.530762
16,0.635254
16,0.547363
16,0.590332
16,0.596191
16,0.499512
16,0.607910
16,0.530762
16,0.603027
16,0.593262
16,0.599121
16,0.591309
16,0.617676
16,0.542480
16,0.499512
16,0.636230
16,0.564941
16,0.602051
16,0.626465
16,0.499512
16,0.645020
16,0.600098
16,0.600098
16,0.625488
16,0.567871
16,0.585449
16,0.625488
16,0.625488
16,0.629395
16,0.650879
16,0.610840
16,0.583496
16,0.656738
16,0.572754
16,0.562012
16,0.656738
16,0.601074
16,0.562012
16,0.583496
16,0.645020
16,0.625488
16,0.499512
16,0.626465
16,0.593262
16,0.629395
16,0.571777
16,0.546387
16,0.483887
16,0.605957
16,0.607910
16,0.687988
16,0.594238
16,0.583496
16,0.633301
16,0.650879
16,0.499512
16,0.629395
16,0.541504
16,0.660645
16,0.604980
16,0.597168
16,0.590332
16,0.576660
16,0.611816
16,0.585449
16,0.625488
16,0.641113
16,0.572754
16,0.633301
16,0.596191
16,0.629395
16,0.564941
16,0.554199
16,0.621582
16,0.617676
16,0.569824
16,0.592285
16,0.553223
16,0.623535
16,0.611816
16,0.551270
16,0.581543
16,0.583496
16,0.577637
16,0.613770
16,0.614746
16,0.585449
16,0.609863
16,0.560059
16,0.499512
16,0.563965
16,0.595215
16,0.562012
16,0.569824
16,0.588379
16,0.560059
16,0.587402
16,0.627441
16,0.579590
16,0.585449
16,0.625488
16,0.526855
16,0.554199
16,0.579590
16,0.546387
16,0.603027
16,0.537598
16,0.633301
16,0.615723
16,0.687988
16,0.551270
16,0.558105
16,0.595215
16,0.598145
16,0.612793
16,0.621582
16,0.633301
16,0.568848
16,0.599121
16,0.641113
16,0.545410
16,0.590332
16,0.615723
16,0.499512
16,0.562012
16,0.589355
16,0.656738
16,0.603027
16,0.600098
16,0.586426
16,0.604980
16,0.634277
16,0.687988
16,0.626465
16,0.613770
16,0.637207
16,0.556152
16,0.633301
16,0.656738
16,0.602051
16,0.629395
16,0.585449
16,0.601074
16,0.591309
16,0.561035
16,0.495605
16,0.497559
16,0.597168
16,0.554199
16,0.569824
16,0.545410
16,0.562012
16,0.568848
16,0.582520
16,0.609863
16,0.687988
16,0.599121
16,0.628418
16,0.499512
16,0.560059
16,0.614746
16,0.627441
16,0.625488
16,0.562012
16,0.629395
16,0.559082
16,0.625488
16,0.610840
16,0.645020
16,0.583496
16,0.582520
16,0.499512
16,0.625488
16,0.592285
16,0.499512
16,0.561035
16,0.598145
16,0.594238
16,0.499512
16,0.583496
16,0.625488
16,0.565918
16,0.641113
16,0.635254
16,0.635254
16,0.626465
16,0.592285
16,0.625488
16,0.538574
16,0.499512
16,0.624512
16,0.589355
16,0.571777
16,0.530762
16,0.585449
16,0.554199
16,0.607910
16,0.596191
16,0.550293
16,0.569824
16,0.584473
16,0.635254
16,0.629395
16,0.515137
16,0.645020
16,0.499512
16,0.629395
16,0.643066
16,0.601074
16,0.588379
16,0.579590
16,0.625488
16,0.545410
16,0.629395
16,0.604980
16,0.625488
16,0.623535
16,0.580566
16,0.750488
16,0.491699
16,0.613770
16,0.499512
16,0.625488
16,0.571777
16,0.625488
16,0.618652
16,0.626465
16,0.625488
16,0.554199
16,0.587402
16,0.546387
16,0.605957
16,0.598145
16,0.499512
16,0.546387
16,0.559082
16,0.586426
16,0.590332
16,0.608887
16,0.585449
16,0.645020
16,0.658691
16,0.553223
16,0.499512
16,0.568848
16,0.556152
16,0.591309
16,0.498535
16,0.641113
16,0.574707
16,0.499512
16,0.579590
16,0.578613
16,0.589355
16,0.559082
16,0.626465
16,0.572754
16,0.664551
16,0.530762
16,0.587402
16,0.641113
16,0.613770
16,0.530762
16,0.529785
16,0.592285
16,0.562012
16,0.625488
16,0.672363
16,0.587402
16,0.617676
16,0.580566
16,0.559082
16,0.579590
16,0.634277
16,0.515137
16,0.589355
16,0.553223
16,0.664551
16,0.637207
16,0.602051
16,0.605957
16,0.554199
16,0.557129
16,0.541504
16,0.617676
16,0.600098
16,0.656738
16,0.483887
16,0.562012
16,0.626465
16,0.641113
16,0.611816
16,0.528809
16,0.626465
16,0.588379
16,0.530762
16,0.629395
16,0.549316
16,0.580566
16,0.610840
16,0.597168
16,0.499512
16,0.591309
16,0.611816
16,0.587402
16,0.498535
16,0.627441
16,0.577637
16,0.673340
16,0.560059
16,0.609863
16,0.626465
16,0.641113
16,0.594238
16,0.598145
16,0.584473
16,0.656738
16,0.525879
16,0.606934
16,0.625488
16,0.611816
16,0.545410
16,0.538574
16,0.625488
16,0.617676
16,0.583496
16,0.633301
16,0.656738
16,0.604004
16,0.589355
16,0.584473
16,0.604004
16,0.513184
16,0.656738
16,0.625488
16,0.600098
16,0.499512
16,0.596191
16,0.594238
16,0.644043
16,0.499512
16,0.582520
16,0.578613
16,0.521973
16,0.551270
16,0.613770
16,0.596191
16,0.542480
16,0.637207
16,0.579590
16,0.641113
16,0.631348
16,0.515137
16,0.577637
16,0.577637
16,0.562012
16,0.562012
16,0.499512
16,0.595215
16,0.695801
16,0.614746
16,0.608887
16,0.530762
16,0.626465
16,0.600098
16,0.593262
16,0.597168
16,0.498535
16,0.588379
16,0.569824
16,0.633301
16,0.499512
16,0.499512
16,0.629395
16,0.581543
16,0.560059
16,0.628418
16,0.560059
16,0.565918
16,0.578613
16,0.585449
16,0.633301
16,0.575684
16,0.587402
16,0.627441
16,0.546387
16,0.628418
16,0.627441
16,0.602051
16,0.560059
16,0.556152
16,0.499512
16,0.625488
16,0.602051
16,0.589355
16,0.570801
16,0.593262
16,0.573730
16,0.582520
16,0.587402
16,0.594238
16,0.538574
16,0.584473
16,0.635254
16,0.609863
16,0.573730
16,0.656738
16,0.576660
16,0.483887
16,0.546387
16,0.566895
16,0.499512
16,0.641113
16,0.626465
16,0.498535
16,0.577637
16,0.576660
16,0.641113
16,0.499512
16,0.483887
16,0.545410
16,0.627441
16,0.524902
16,0.588379
16,0.609863
16,0.561035
16,0.499512
16,0.629395
16,0.632324
16,0.522949
16,0.635254
16,0.633301
16,0.579590
16,0.567871
16,0.625488
16,0.633301
16,0.593262
16,0.629395
16,0.657715
16,0.625488
16,0.603027
16,0.617676
16,0.688965
16,0.618652
16,0.572754
16,0.479980
16,0.572754
16,0.567871
16,0.600098
16,0.626465
16,0.579590
16,0.602051
16,0.570801
16,0.610840
16,0.575684
16,0.567871
16,0.575684
16,0.615723
16,0.627441
16,0.499512
16,0.468262
16,0.641113
16,0.570801
16,0.499512
16,0.606934
16,0.569824
16,0.627441
16,0.534668
16,0.562012
16,0.562012
16,0.562012
16,0.631348
16,0.625488
16,0.633301
16,0.658691
16,0.558105
16,0.656738
16,0.625488
16,0.573730
16,0.528809
16,0.556152
16,0.589355
16,0.546387
16,0.628418
16,0.609863
16,0.546387
16,0.625488
16,0.645996
16,0.570801
16,0.586426
16,0.554199
16,0.581543
16,0.601074
16,0.558105
16,0.593262
16,0.646973
16,0.594238
16,0.569824
16,0.562012
16,0.596191
16,0.530762
16,0.561035
16,0.530762
16,0.580566
16,0.625488
16,0.642090
16,0.499512
16,0.572754
16,0.588379
16,0.629395
16,0.583496
16,0.581543
16,0.629395
16,0.483887
16,0.562012
16,0.499512
16,0.625488
16,0.608887
16,0.589355
16,0.601074
16,0.625488
16,0.602051
16,0.617676
16,0.587402
16,0.629395
16,0.588379
16,0.630371
16,0.562012
16,0.602051
16,0.559082
16,0.606934
16,0.499512
16,0.641113
16,0.558105
16,0.569824
16,0.603027
16,0.499512
16,0.499512
16,0.541504
16,0.598145
16,0.499512
16,0.546387
16,0.584473
16,0.519043
16,0.584473
16,0.577637
16,0.687988
16,0.565918
16,0.558105
16,0.614746
16,0.586426
16,0.625488
16,0.641113
16,0.556152
16,0.495605
16,0.592285
16,0.591309
16,0.585449
16,0.568848
16,0.546387
16,0.577637
16,0.687988
16,0.498535
16,0.576660
16,0.589355
16,0.621582
16,0.589355
16,0.579590
16,0.612793
16,0.542480
16,0.617676
16,0.605957
16,0.573730
16,0.604004
16,0.554199
16,0.608887
16,0.557129
16,0.626465
16,0.656738
16,0.593262
16,0.625488
16,0.437012
16,0.542480
16,0.605957
16,0.586426
16,0.585449
16,0.628418
16,0.656738
16,0.629395
16,0.587402
16,0.546387
16,0.497559
16,0.601074
16,0.625488
16,0.546387
16,0.625488
16,0.567871
16,0.529785
16,0.613770
16,0.620605
16,0.621582
16,0.619629
16,0.499512
16,0.595215
16,0.627441
16,0.599121
16,0.664551
16,0.604004
16,0.601074
16,0.585449
16,0.627441
16,0.562012
16,0.689941
16,0.578613
16,0.628418
16,0.625488
16,0.538574
16,0.560059
16,0.583496
16,0.635254
16,0.497559
16,0.562012
16,0.530762
16,0.656738
16,0.625488
16,0.627441
16,0.566895
16,0.582520
16,0.592285
16,0.613770
16,0.589355
16,0.497559
16,0.572754
16,0.589355
16,0.568848
16,0.571777
16,0.628418
16,0.613770
16,0.562012
16,0.468262
16,0.625488
16,0.605957
16,0.499512
16,0.595215
16,0.562012
16,0.614746
16,0.499512
16,0.601074
16,0.538574
16,0.598145
16,0.581543
16,0.561035
16,0.552246
16,0.562012
16,0.560059
16,0.610840
16,0.609863
16,0.578613
16,0.565918
16,0.582520
16,0.587402
16,0.635254
16,0.580566
16,0.687988
16,0.562012
16,0.617676
16,0.645020
16,0.629395
16,0.558105
16,0.626465
16,0.562012
16,0.599121
16,0.567871
16,0.582520
16,0.526855
16,0.584473
16,0.541504
16,0.576660
16,0.657715
16,0.630371
16,0.556152
16,0.538574
16,0.639160
16,0.499512
16,0.641113
16,0.639160
16,0.560059
16,0.577637
16,0.627441
16,0.629395
16,0.561035
16,0.641113
16,0.627441
16,0.592285
16,0.588379
16,0.626465
16,0.567871
16,0.601074
16,0.499512
16,0.625488
16,0.603027
16,0.633301
16,0.607910
16,0.590332
16,0.595215
16,0.530762
16,0.583496
16,0.612793
16,0.497559
16,0.592285
16,0.622559
16,0.530762
16,0.491699
16,0.599121
16,0.577637
16,0.625488
16,0.641113
16,0.586426
16,0.562012
16,0.606934
16,0.595215
16,0.499512
16,0.625488
16,0.581543
16,0.519043
16,0.625488
16,0.567871
16,0.499512
16,0.652832
16,0.611816
16,0.499512
16,0.576660
16,0.601074
16,0.629395
16,0.687988
16,0.641113
16,0.546387
16,0.632324
16,0.560059
16,0.625488
16,0.602051
16,0.595215
16,0.613770
16,0.607910
16,0.624512
16,0.598145
16,0.499512
16,0.546387
16,0.625488
16,0.625488
16,0.594238
16,0.499512
16,0.585449
16,0.499512
16,0.606934
16,0.589355
16,0.687988
16,0.594238
16,0.545410
16,0.562012
16,0.584473
16,0.499512
16,0.573730
16,0.613770
16,0.625488
16,0.560059
16,0.625488
16,0.656738
16,0.581543
16,0.648926
16,0.571777
16,0.602051
16,0.578613
16,0.556152
16,0.560059
16,0.689941
16,0.587402
16,0.614746
16,0.625488
16,0.546387
16,0.631348
16,0.625488
16,0.625488
16,0.499512
16,0.604980
16,0.598145
16,0.567871
16,0.629395
16,0.553223
16,0.562012
16,0.633301
16,0.602051
16,0.575684
16,0.544434
16,0.626465
16,0.582520
16,0.562012
16,0.583496
16,0.585449
16,0.572754
16,0.618652
16,0.633301
16,0.606934
16,0.564941
16,0.631348
16,0.558105
16,0.627441
16,0.596191
16,0.607910
16,0.567871
16,0.633301
16,0.598145
16,0.566895
16,0.604980
16,0.526855
16,0.641113
16,0.613770
16,0.626465
16,0.561035
16,0.641113
16,0.573730
16,0.558105
16,0.562012
16,0.495605
16,0.499512
16,0.534668
16,0.629395
16,0.499512
16,0.635254
16,0.563965
16,0.623535
16,0.604980
16,0.588379
16,0.633301
16,0.559082
16,0.648926
16,0.627441
16,0.626465
16,0.522949
16,0.627441
16,0.625488
16,0.625488
16,0.544434
16,0.495605
16,0.549316
16,0.633301
16,0.641113
16,0.592285
16,0.590332
16,0.576660
16,0.604004
16,0.605957
16,0.544434
16,0.560059
16,0.538574
16,0.498535
16,0.552246
16,0.595215
16,0.750488
16,0.582520
16,0.549316
16,0.582520
16,0.573730
16,0.589355
16,0.580566
16,0.634277
16,0.656738
16,0.546387
16,0.577637
16,0.656738
16,0.594238
16,0.635254
16,0.615723
16,0.557129
16,0.636230
16,0.625488
16,0.594238
16,0.625488
16,0.641113
16,0.499512
16,0.558105
16,0.562012
16,0.491699
16,0.600098
16,0.604004
16,0.590332
16,0.565918
16,0.561035
16,0.577637
16,0.511230
16,0.591309
16,0.625488
16,0.592285
16,0.524902
16,0.562012
16,0.633301
16,0.615723
16,0.554199
16,0.668457
16,0.631348
16,0.656738
16,0.595215
16,0.626465
16,0.529785
16,0.602051
16,0.560059
16,0.629395
16,0.598145
16,0.627441
16,0.625488
16,0.575684
16,0.627441
16,0.594238
16,0.577637
16,0.627441
16,0.558105
16,0.499512
16,0.664551
16,0.688965
16,0.604004
16,0.627441
16,0.495605
16,0.550293
16,0.560059
16,0.629395
16,0.603027
16,0.554199
16,0.650879
16,0.687988
16,0.583496
16,0.614746
16,0.631348
16,0.468262
16,0.558105
16,0.625488
16,0.466309
16,0.499512
16,0.580566
16,0.614746
16,0.600098
16,0.627441
16,0.602051
16,0.662598
16,0.593262
16,0.629395
16,0.625488
16,0.588379
16,0.619629
16,0.437012
16,0.538574
16,0.581543
16,0.606934
16,0.538574
16,0.625488
16,0.562012
16,0.497559
16,0.629395
16,0.584473
16,0.594238
16,0.613770
16,0.584473
16,0.635254
16,0.562012
16,0.586426
16,0.591309
16,0.515137
16,0.612793
16,0.562012
16,0.558105
16,0.596191
16,0.554199
16,0.562012
16,0.626465
16,0.549316
16,0.658691
16,0.588379
16,0.642090
16,0.558105
16,0.546387
16,0.666504
16,0.536621
16,0.613770
16,0.590332
16,0.628418
16,0.546387
16,0.618652
16,0.569824
16,0.653809
16,0.632324
16,0.577637
16,0.542480
16,0.627441
16,0.497559
16,0.611816
16,0.628418
16,0.648926
16,0.577637
16,0.627441
16,0.593262
16,0.592285
16,0.522949
16,0.627441
16,0.499512
16,0.596191
16,0.605957
16,0.602051
16,0.575684
16,0.589355
16,0.528809
16,0.621582
16,0.605957
16,0.499512
16,0.600098
16,0.542480
16,0.614746
16,0.562012
16,0.604980
16,0.629395
16,0.645020
16,0.555176
16,0.550293
16,0.687988
16,0.593262
16,0.499512
16,0.633301
16,0.625488
16,0.580566
16,0.558105
16,0.562012
16,0.656738
16,0.625488
16,0.648926
16,0.625488
16,0.627441
16,0.625488
16,0.642090
16,0.649902
16,0.577637
16,0.560059
16,0.584473
16,0.528809
16,0.625488
16,0.603027
16,0.603027
16,0.605957
16,0.558105
16,0.538574
16,0.499512
16,0.606934
16,0.581543
16,0.627441
16,0.605957
16,0.530762
16,0.625488
16,0.554199
16,0.630371
16,0.487793
16,0.648926
16,0.592285
16,0.609863
16,0.538574
16,0.483887
16,0.613770
16,0.576660
16,0.618652
16,0.627441
16,0.599121
16,0.562012
16,0.626465
16,0.541504
16,0.552246
16,0.687988
16,0.572754
16,0.590332
16,0.550293
16,0.540527
16,0.687988
16,0.603027
16,0.589355
16,0.569824
16,0.658691
16,0.571777
16,0.601074
16,0.629395
16,0.617676
16,0.568848
16,0.590332
16,0.546387
16,0.529785
16,0.497559
16,0.515137
16,0.588379
16,0.586426
16,0.565918
16,0.543457
16,0.626465
16,0.639160
16,0.557129
16,0.530762
16,0.545410
16,0.580566
16,0.603027
16,0.562012
16,0.645020
16,0.526855
16,0.638184
16,0.611816
16,0.497559
16,0.585449
16,0.617676
16,0.605957
16,0.491699
16,0.605957
16,0.629395
16,0.499512
16,0.613770
16,0.629395
16,0.566895
16,0.468262
16,0.519043
16,0.577637
16,0.596191
16,0.687988
16,0.604980
16,0.546387
16,0.630371
16,0.630371
16,0.630371
16,0.609863
16,0.546387
16,0.570801
16,0.625488
16,0.604980
16,0.598145
16,0.582520
16,0.619629
16,0.660645
16,0.625488
16,0.499512
16,0.581543
16,0.589355
16,0.584473
16,0.610840
16,0.483887
16,0.574707
16,0.589355
16,0.626465
16,0.597168
16,0.562012
16,0.558105
16,0.625488
16,0.648926
16,0.605957
16,0.625488
16,0.586426
16,0.530762
16,0.530762
16,0.687988
16,0.579590
16,0.526855
16,0.577637
16,0.499512
16,0.599121
16,0.627441
16,0.629395
16,0.528809
16,0.483887
16,0.628418
16,0.658691
16,0.583496
16,0.499512
16,0.604980
16,0.590332
16,0.499512
16,0.562012
16,0.629395
16,0.557129
16,0.607910
16,0.587402
16,0.634277
16,0.567871
16,0.641113
16,0.656738
16,0.560059
16,0.499512
16,0.573730
16,0.594238
16,0.576660
16,0.587402
16,0.550293
16,0.617676
16,0.520996
16,0.594238
16,0.611816
16,0.498535
16,0.541504
16,0.600098
16,0.596191
16,0.522949
16,0.558105
16,0.613770
16,0.608887
16,0.591309
16,0.582520
16,0.613770
16,0.615723
16,0.530762
16,0.607910
16,0.583496
16,0.591309
16,0.588379
16,0.594238
16,0.634277
16,0.596191
16,0.637207
16,0.561035
16,0.569824
16,0.641113
16,0.625488
16,0.625488
16,0.562012
16,0.592285
16,0.630371
16,0.560059
16,0.625488
16,0.625488
16,0.497559
16,0.610840
16,0.569824
16,0.643066
16,0.643066
16,0.598145
16,0.546387
16,0.627441
16,0.605957
16,0.613770
16,0.603027
16,0.639160
16,0.570801
16,0.579590
16,0.575684
16,0.617676
16,0.595215
16,0.630371
16,0.529785
16,0.560059
16,0.587402
16,0.585449
16,0.627441
16,0.596191
16,0.625488
16,0.560059
16,0.629395
16,0.559082
16,0.586426
16,0.543457
16,0.618652
16,0.581543
16,0.569824
16,0.590332
16,0.613770
16,0.626465
16,0.499512
16,0.554199
16,0.611816
16,0.558105
16,0.554199
16,0.625488
16,0.579590
16,0.546387
16,0.483887
16,0.604004
16,0.558105
16,0.570801
16,0.562012
16,0.499512
16,0.579590
16,0.499512
16,0.557129
16,0.499512
16,0.568848
16,0.597168
16,0.607910
16,0.499512
16,0.576660
16,0.499512
16,0.585449
16,0.597168
16,0.621582
16,0.633301
16,0.646973
16,0.641113
16,0.658691
16,0.574707
16,0.633301
16,0.609863
16,0.599121
16,0.554199
16,0.579590
16,0.562012
16,0.546387
16,0.637207
16,0.583496
16,0.596191
16,0.604980
16,0.528809
16,0.569824
16,0.672363
16,0.645020
16,0.628418
16,0.609863
16,0.625488
16,0.562012
16,0.499512
16,0.625488
16,0.544434
16,0.658691
16,0.607910
16,0.625488
16,0.626465
16,0.609863
16,0.601074
16,0.629395
16,0.550293
16,0.664551
16,0.582520
16,0.545410
16,0.572754
16,0.526855
16,0.499512
16,0.522949
16,0.560059
16,0.627441
16,0.605957
16,0.644043
16,0.577637
16,0.658691
16,0.664551
16,0.625488
16,0.573730
16,0.586426
16,0.565918
16,0.550293
16,0.584473
16,0.645020
16,0.578613
16,0.585449
16,0.573730
16,0.588379
16,0.641113
16,0.587402
16,0.615723
16,0.586426
16,0.464355
16,0.595215
16,0.594238
16,0.625488
16,0.604004
16,0.582520
16,0.561035
16,0.625488
16,0.606934
16,0.598145
16,0.600098
16,0.628418
16,0.562012
16,0.689941
16,0.571777
16,0.601074
16,0.499512
16,0.597168
16,0.625488
16,0.499512
16,0.625488
16,0.641113
16,0.637207
16,0.593262
16,0.629395
16,0.644043
16,0.546387
16,0.641113
16,0.530762
16,0.648926
16,0.592285
16,0.589355
16,0.581543
16,0.491699
16,0.559082
16,0.639160
16,0.633301
16,0.634277
16,0.562012
16,0.569824
16,0.491699
16,0.585449
16,0.597168
16,0.648926
16,0.605957
16,0.633301
16,0.630371
16,0.625488
16,0.582520
16,0.634277
16,0.616699
16,0.553223
16,0.591309
16,0.575684
16,0.573730
16,0.588379
16,0.636230
16,0.625488
16,0.599121
16,0.656738
16,0.595215
16,0.609863
16,0.560059
16,0.588379
16,0.641113
16,0.633301
16,0.600098
16,0.634277
16,0.584473
16,0.593262
16,0.558105
16,0.566895
